timestamp,ground_truth_x,ground_truth_y,ground_truth_z,pgo_x,pgo_y,pgo_z,orientation,variance_x,variance_y,variance_z,covariance_xy,covariance_xz,covariance_yz
1761085533.019864,220.0,275.0,150.0,277.2681759938092,298.0074634838723,49.59016345822408,A,12.314134647893782,9.725941601802463,95.68382331707207,-3.189398758900376,-5.929272508335388,-11.817861584048723
